Facility,TRIF ID,Latitude,Longitude,total_releases_on-off-site_lbs
"KINDER MORGAN CRUDE & CONDENSATE LLC.407 CLINTON DR, GALENA PARK TEXAS 77547 (HARRIS)",7754WKNDRM47CLI,29.733,-95.22,"19,625.00"
"KERN OIL & REFINING CO.7724 EAST PANAMA LANE, BAKERSFIELD CALIFORNIA 93307 (KERN)",93307KRNLRRR677,35.295,-118.921,"19,007.40"
"SCHAEFFER MANUFACTURING.102 BARTON ST, SAINT LOUIS MISSOURI 63104 (ST LOUIS (CITY))",63104SCHFF102BA,38.601,-90.2,"18,752.18"
"VALERO ENERGY PARTNERS LP.9701 MANCHESTER, HOUSTON TEXAS 77012 (HARRIS)",7701WVLRNR971MA,29.722,-95.254,"18,347.00"
"PHILLIPS 66 CO-SANTA MARIA REFINERY.2555 WILLOW RD, ARROYO GRANDE CALIFORNIA 93420 (SAN LUIS OBISPO)",93420NCLSN2555W,35.039,-120.59,"16,952.73"
"CALUMET SAN ANTONIO REFINING LLC.7811 S PRESA ST, SAN ANTONIO TEXAS 78223 (BEXAR)",78223HWLLH7811S,29.348,-98.46,"16,935.00"
"VP RACING FUELS INC.7124 RICHTER RD, ELMENDORF TEXAS 78112 (BEXAR)",78112VPRCN7124R,29.273,-98.348,"15,949.00"
"ERIE COKE CORP.925 EAST BAY DRIVE, ERIE PENNSYLVANIA 16507 (ERIE)",16512RCKCRFOOTO,42.146,-80.069,"13,776.60"
"WYOMING REFINING CO.10 STAMPEDE ST, NEWCASTLE WYOMING 82701 (WESTON)",82701WYMNG740WE,43.851,-104.215,"13,543.60"
"HUNT SOUTHLAND REFINING CO-SANDERSVILLE.HWY 11 N, SANDERSVILLE MISSISSIPPI 39477 (JONES)",39477STHLNHIGHW,31.817,-89.009,"13,227.34"
"TESORO DICKINSON REFINERY.3815 116TH AVE SW, DICKINSON NORTH DAKOTA 58601 (STARK)",5860WDKTPR38151,47.088,-102.948,"13,185.47"
"TONAWANDA COKE CORP.3875 RIVER RD, TONAWANDA NEW YORK 14150 (ERIE)",14150TNWND3875R,42.984,-78.927,"12,847.90"
"MARTIN OPERATING PTNR LP.484 E 6TH ST, SMACKOVER ARKANSAS 71762 (UNION)",71762CRSSLPOBOX,33.364,-92.717,"12,434.03"
"BUILDING MATERIALS MANUFACTURI NG CORP.901 GIVENS RD, MOUNT VERNON INDIANA 47620 (POSEY)",47620BLDNG901GI,37.948,-87.909,"12,138.29"
"SEADRIFT COKE LP.8618 HWY 185 N, PORT LAVACA TEXAS 77979 (CALHOUN)",77983RCCRBHWY18,28.513,-96.795,"11,423.80"
"SCOTT BIODIESEL/GREENVILLE TERMINAL.942 N BROADWAY, GREENVILLE MISSISSIPPI 38701 (WASHINGTON)",38701SCTTB942NB,33.4,-91.067,"11,141.00"
"LIMETREE BAY TERMINALS LLC.1 ESTATE HOPE, CHRISTIANSTED VIRGIN ISLANDS 00820 (ST CROIX)",00851HSSLVLIMET,17.71,-64.754,"11,062.40"
"EQUILON ENTERPRISES LLC DBA SHELL OIL PRODUCTS US.11842 RIVER RD, SAINT ROSE LOUISIANA 70087 (ST CHARLES PARISH)",70087HLLPT27009,29.952,-90.329,"11,058.93"
"WESTERN REFINING BLOOMFIELD TERMINAL.50 COUNTY RD 4990, BLOOMFIELD NEW MEXICO 87413 (SAN JUAN)",87413BLMFLNO50C,36.699,-107.975,"11,033.06"
"INDUSTRIAL OILS UNLIMITED LLC.3633 CHARLES PAGE BLVD, TULSA OKLAHOMA 74127 (TULSA)",74127NDSTR3633C,36.148,-96.034,"10,819.00"
"OWENS CORNING ROOFING & ASPHALT LLC MEMPHIS TRUMBULL ASPHALT.2301 CHANNEL AVE, MEMPHIS TENNESSEE 38109 (SHELBY)",38113WNSCR2301C,35.085,-90.117,"10,443.47"
"HENKEL CORP.7405 PRODUCTION DR, MENTOR OHIO 44060 (LAKE)",44060HSLNT7405P,41.67,-81.359,"10,122.00"
"SAN JOAQUIN REFINING CO INC.3500 SHELL ST, BAKERSFIELD CALIFORNIA 93308 (KERN)",93308SNJQN3542S,35.395,-119.047,"9,698.60"
"VANCE BROTHERS INC.380 WEST 62ND AVENUE, DENVER COLORADO 80216 (ADAMS)",80216VNCBR38W62,39.809,-104.991,"8,923.30"
"SILVER EAGLE REFINING-EVANSTON.2990 COUNTY RD 180, EVANSTON WYOMING 82930 (UINTA)",82931XBWHYI80EX,41.261,-110.807,"8,880.02"
"VALERO PARTNERS LLC.2500 E ST BERNARD HWY, MERAUX LOUISIANA 70075 (ST BERNARD PARISH)",7007WVLRPR25EST,29.933,-89.922,"8,517.00"
"SILVER EAGLE REFINING WOODS CROSS.2355 S 1100 W, WOODS CROSS UTAH 84087 (DAVIS)",84087CRYSN2355S,40.866,-111.911,"7,629.20"
"CALUMET PACKAGING LLC.10411 HIGHWAY 1, SHREVEPORT LOUISIANA 71115 (CADDO)",71115TRSHT1411H,32.361,-93.641,"7,277.00"
"VALERO DONALDSONVILLE ASPHALT TERMINAL.10455 HIGHWAY 18, SAINT JAMES LOUISIANA 70086 (ST JAMES PARISH)",7008WVLRMR1455H,30.099,-90.918,"6,966.20"
"MARATHON PETROLEUM CO - LOUISVILLE CANE RUN TERMINAL.8600 CANE RUN RD, LOUISVILLE KENTUCKY 40258 (JEFFERSON)",40258MRTHN8600C,38.129,-85.898,"6,891.40"
"FUCHS LUBRICANTS CO-CORPORATE OFFICE.17050 S  LATHROP AVE, HARVEY ILLINOIS 60426 (COOK)",60426MTLLB17050,41.58,-87.643,"6,656.00"
"TWO WASTEWATER TREATMENT UNIT.1819 WOODVILLE RD, OREGON OHIO 43616 (LUCAS)",43616TWWST1819W,41.629,-83.505,"6,317.30"
"DAUBERT CHEMICAL CO.4700 S CENTRAL AVE, CHICAGO ILLINOIS 60638 (COOK)",60638DBRTC4700S,41.809,-87.764,"6,128.00"
"CONTINENTAL REFINING CO LLC.501 REFINERY RD, SOMERSET KENTUCKY 42501 (PULASKI)",42501THSMR501RE,37.072,-84.609,"6,080.00"
"OWENS CORNING ROOFING & ASPHALT LLC ATLANTA.4795 FREDERICK DR, ATLANTA GEORGIA 30336 (FULTON)",30336WNSCR4795F,33.763,-84.546,"6,049.60"
"INDUSTRIAL OILS UNLIMITED LLC.7268 W 70TH ST, SHREVEPORT LOUISIANA 71129 (CADDO)",71129NDSTR7268W,32.442,-93.91,"5,778.00"
"WARREN OIL CO LLC - DUNN NC.2340 US-301 N, DUNN NORTH CAROLINA 28334 (HARNETT)",28335WRRNL234US,35.33,-78.595,"5,407.50"
"HOLLYFRONTIER NAVAJO REFINING LLC - LEA REFINERY.7406 S MAIN 5 MI S OF LOVINGTON ON HW 18, LOVINGTON NEW MEXICO 88260 (LEA)",88260LRFNNSOUTH,32.88,-103.303,"5,351.30"
"TARR ACQUISITION LLC.2946 NE COLUMBIA BLVD, PORTLAND OREGON 97211 (MULTNOMAH)",97211GLSNT2946N,45.574,-122.635,"4,294.34"
"HENKEL CORP.1600 EXECUTIVE DR, LAGRANGE GEORGIA 30240 (TROUP)",30240NSGNB1600E,33.008,-85.059,"4,159.60"
"SUMMIT LUBRICANTS INC.4080 PEARL ST, BATAVIA NEW YORK 14020 (GENESEE)",14020SMMTL4080P,42.995,-78.211,"4,011.00"
"ATLAS ROOFING CORP.2322 VALLEY RD, MERIDIAN MISSISSIPPI 39307 (LAUDERDALE)",39305TLSRF2322V,32.339,-88.727,"3,974.45"
"LAZARUS REFINERY LLC.11372 US HWY 87 E, NIXON TEXAS 78140 (WILSON)",78140LLPTRHWY87,29.261,-97.787,"3,826.00"
"OWENS CORNING ROOFING & ASPHALT LLC.11910 NW ST HELENS RD, PORTLAND OREGON 97231 (MULTNOMAH)",97208TRMBL11910,45.607,-122.793,"3,763.96"
"OWENS CORNING ROOFING & ASPHALT LLC IRVING.201 N NURSERY RD, IRVING TEXAS 75061 (DALLAS)",75061WNSCR201NN,32.816,-96.934,"3,703.69"
"TAMKO BUILDING PRODUCTS INC.3001 NEWMAN RD, JOPLIN MISSOURI 64801 (JASPER)",64801TMKSPRANGE,37.098,-94.475,"3,218.79"
"VANCE BROTHERS INC.5201 BRIGHTON AVE, KANSAS CITY MISSOURI 64130 (JACKSON)",64130VNCBR5201B,39.032,-94.525,"3,120.10"
"ATLAS ROOFING CORP.675 OXFORD RD, FRANKLIN OHIO 45005 (WARREN)",45005TLSRF675OX,39.558,-84.314,"3,050.81"
"OWENS CORNING ROOFING & ASPHALT LLS HOUSTON.8360 MARKET ST RD, HOUSTON TEXAS 77029 (HARRIS)",77029WNSCR8360M,29.772,-95.279,"3,027.15"
"CALUMET PENRECO DICKINSON.4401 PARK AVE, DICKINSON TEXAS 77539 (GALVESTON)",77539PNNZL4401P,29.46,-95.044,"3,019.53"
"BESTOLIFE CORP.2222 VANCO DR, IRVING TEXAS 75061 (DALLAS)",75061BSTLF2222V,32.816,-96.914,"2,870.92"
"LUNDAY-THAGARD CO DBA WORLD OIL REFINING.9301 GARFIELD AVE, SOUTH GATE CALIFORNIA 90280 (LOS ANGELES)",90280LNDYT9301S,33.946,-118.167,"2,835.13"
"POLYGLASS USA INC.1231 AMERICAN SUPERIOR BLVD, WINTER HAVEN FLORIDA 33880 (POLK)",3388WPLYGL1231A,27.99,-81.73,"2,806.05"
"POLYGUARD PRODUCTS.3801 S INTERSTATE HWY 45, ENNIS TEXAS 75119 (ELLIS)",75119PLYGR3801H,32.308,-96.592,"2,768.82"
"OWENS CORNING ROOFING & ASPHALT LLC.5824 S  ARCHER RD, SUMMIT ILLINOIS 60501 (COOK)",60501WNSCR5824S,41.785,-87.814,"2,564.70"
"ELK CORP OF TEXAS.202 CEDAR RD, ENNIS TEXAS 75119 (ELLIS)",75119LKCRP202CE,32.356,-96.642,"2,531.23"
"MERICHEM CO.2701 WARRIOR RD, TUSCALOOSA ALABAMA 35404 (TUSCALOOSA)",35404MRCHMONEWA,33.246,-87.479,"2,524.00"
"ATLAS ROOFING CORP.100 PINE VIEW DR, HAMPTON GEORGIA 30228 (HENRY)",30228TLSRF100GE,33.409,-84.292,"2,458.44"
"WARREN OIL CO LLC - WEST MEMPHIS AR.1200 S 8TH ST, WEST MEMPHIS ARKANSAS 72301 (CRITTENDEN)",72301CSTLN1200S,35.139,-90.175,"2,405.00"
"BLEVINS ASPHALT CONSTRUCTION CO INC.5650 W HWY 60, BROOKLINE MISSOURI 65619 (GREENE)",6561WBLVNS565WU,37.159,-93.399,"2,000.00"
"PHILLIPS 66 SAVANNAH LUBRICANTS PLANT.110 FORBES RD, SAVANNAH GEORGIA 31404 (CHATHAM)",31404NCLCR110FO,32.073,-81.049,"1,920.00"
"OWENS CORNING ROOFING & ASPHALT LLC.1 FOUNDATION DR, SAVANNAH GEORGIA 31408 (CHATHAM)",31498MNVLL1FOUN,32.102,-81.138,"1,790.14"
"FORELAND REFINING CORP EAGLE SPRINGS REFINERY.HC 34 BOX 34830 65 MI SW OF ELY ON HYW 6, ELY NEVADA 89301 (NYE)",89301FRLNDHC34B,38.622,-115.619,"1,695.40"
"FUCHS LUBRICANTS CO.2140 S 88TH ST, KANSAS CITY KANSAS 66111 (WYANDOTTE)",66111CNTRY2140S,39.06,-94.783,"1,645.00"
"VERTEX REFINING LA LLC.5000 RIVER RD, MARRERO LOUISIANA 70072 (JEFFERSON PARISH)",7007WMGRFN5RIVE,29.905,-90.102,"1,641.60"
"NESL - WEHRLE/BARTON FACILITY.8615 WEHRLE DR, BUFFALO NEW YORK 14221 (ERIE)",1422WBFFLC8615W,42.957,-78.674,"1,585.00"
"WEST PENN OIL CO,INC130130.2305 MARKET ST EXT., WARREN PENNSYLVANIA 16365 (WARREN)",16365WSTPN1425M,41.913,-79.15,"1,556.48"
"VALERO CORPUS CHRISTI ASPHALT TERMINAL.6746 UP RIVER RD, CORPUS CHRISTI TEXAS 78409 (NUECES)",7841WCRPSC6746U,27.817,-97.496,"1,521.74"
"GOLD EAGLE CO.4400 S KILDARE AVE, CHICAGO ILLINOIS 60632 (COOK)",60632GLDGL4400S,41.813,-87.734,"1,500.00"
"GRAVITY MIDSTREAM CORPUS CHRISTI LLC.6600 UP RIVER RD, CORPUS CHRISTI TEXAS 78409 (NUECES)",78409TRFNR6600U,27.816,-97.492,"1,477.58"
"GRANITE CONSTRUCTION CO-COTTONWOOD ASPHALT PLANT FACI.6901 S WASATCH BLVD, SALT LAKE CITY UTAH 84121 (SALT LAKE)",8412WGRNTC691SU,40.624,-111.796,"1,430.00"
"ALLEGHENY PETROLEUM PRODUCTS CO.999 AIRBRAKE AVE, WILMERDING PENNSYLVANIA 15148 (ALLEGHENY)",15148LLGHN999AI,40.401,-79.817,"1,348.00"
"GARLAND CO INC.3800 E 91ST ST, CLEVELAND OHIO 44105 (CUYAHOGA)",44105GRLND3800E,41.455,-81.623,"1,329.97"
"ALON PETROLEUM BAKERSFIELD REFINERY AREAS 1 & 2.6451 ROSEDALE HWY, BAKERSFIELD CALIFORNIA 93308 (KERN)",93308TXCRF6451R,35.383,-119.071,"1,278.14"
"HENRY CO.336 COLD STREAM RD, KIMBERTON PENNSYLVANIA 19442 (CHESTER)",19442MNSYPCOLDS,40.13,-75.574,"1,263.35"
"CALUMET PENRECO LLC.138 PETROLIA ST, KARNS CITY PENNSYLVANIA 16041 (BUTLER)",16041PNNZLRD2BO,40.996,-79.724,"1,219.00"
"SONNEBORN LLC.100 SONNEBORN LN, PETROLIA PENNSYLVANIA 16050 (BUTLER)",16050WTCCRHWY26,41.012,-79.718,"1,186.20"
"HOUGHTON INTERNATIONAL INC.421 GARRETT ST, CARROLLTON GEORGIA 30117 (CARROLL)",30117FHGHT421GA,33.57,-85.069,"1,094.00"
"ATLAS ROOFING CORP.2300 HIGHWAY 142E, ARDMORE OKLAHOMA 73401 (CARTER)",73401TLSRF2300P,34.185,-97.108,"1,089.88"
"POLYGLASS USA INC.555 OAKRIDGE RD, HAZLETON PENNSYLVANIA 18202 (LUZERNE)",1820WPLYGL555AK,40.923,-76.052,"1,084.10"
"MARATHON PETROLEUM CO - NORTH BEND OH TERMINAL.11001 BROWER RD, NORTH BEND OHIO 45052 (HAMILTON)",45052CNCNN11001,39.118,-84.805,"1,047.60"
"EXXONMOBIL PAULSBORO LUBE PLANT.1001 BILLINGSPORT RD, PAULSBORO NEW JERSEY 08066 (GLOUCESTER)",08066MBLLC1001B,39.83,-75.254,993.255
"STONECO PLANT 110.1360 FORD ST, MAUMEE OHIO 43537 (LUCAS)",4353WSTNCP136FR,41.571,-83.674,968.3564775
"QUAKER CHEMICAL CORP.3431 YANKEE RD., MIDDLETOWN OHIO 45044 (BUTLER)",4504WQKRCH3431Y,39.47,-84.397,900
"KINDER MORGAN TRANSMIX CO LLC.918 RT 910, INDIANOLA PENNSYLVANIA 15051 (ALLEGHENY)",15051MRCNRSTATE,40.571,-79.863,897.82
"EXXONMOBIL ANCHORAGE TANK FARM.1420 LAFITON LN, PORT ALLEN LOUISIANA 70767 (WEST BATON ROUGE PARISH)",70767XXNPR2230H,30.475,-91.22,856.293
"AXEON REFINING LLC.4 PARADISE RD, PAULSBORO NEW JERSEY 08066 (GLOUCESTER)",08066SVWLC4PARA,39.841,-75.226,830.305
"MIDLAND ASPHALT MATERIALS INC.300 COLE ROAD, LYONS NEW YORK 14489 (WAYNE)",1448WMDLND3CLER,43.054,-76.972,799.78
"VALERO WILMINGTON ASPHALT PLANT.1651 ALAMEDA ST, WILMINGTON CALIFORNIA 90744 (LOS ANGELES)",90744HNTWY1651A,33.797,-118.24,779.8132
"PETRO STAR VALDEZ REFINERY.2.5 MILE DAYVILLE RD, VALDEZ ALASKA 99686 (VALDEZ-CORDOVA CENSUS ARE)",99686PTRST25MIL,61.084,-146.251,773.8236023
"POLYGLASS USA INC.150 LYON DR, FERNLEY NEVADA 89408 (LYON)",8940WPLYGL15LYN,39.604,-119.207,725.7
"HENRY CO.4685 FINANCE WAY, KINGMAN ARIZONA 86401 (MOHAVE)",86401MNSYP4685F,35.265,-113.947,642.51
"CERTAINTEED CORP.2701 E ROOSEVELT RD, LITTLE ROCK ARKANSAS 72206 (PULASKI)",72206GSRFN2701E,34.722,-92.243,638.2596
"CERTAINTEED SHAKOPEE.3303 E 4TH AVE, SHAKOPEE MINNESOTA 55379 (SCOTT)",55379CRTNT3303E,44.798,-93.477,620.6691829
"STAKER & PARSON COS ST GEORGE READY-MIX & ASPHALT.1843 E 4150 S, SAINT GEORGE UTAH 84790 (WASHINGTON)",84770STKRP1843E,37.038,-113.544,609.0962
"AMSOIL INC-AMSOIL CENTER.1101 S US QUEHANNA AVE, SUPERIOR WISCONSIN 54880 (DOUGLAS)",5488WMSLNC111SU,46.726,-92.126,600
"HENRY CO.4351 W MORRIS ST, INDIANAPOLIS INDIANA 46241 (MARION)",46241MNSYP4351W,39.75,-86.236,598.24
"RUSSELL STANDARD / HAMMAKER EAST LTD.990 HAZEL ST, AKRON OHIO 44305 (SUMMIT)",4430WRSSLL99HAZ,41.08,-81.484,580.695
"SAFETY-KLEEN INC.6880 SMITH AVE, NEWARK CALIFORNIA 94560 (ALAMEDA)",94560VRGRN6880S,37.522,-122.021,546.471
"GS II.200 SIERRA DR, PEACHTREE CITY GEORGIA 30269 (FAYETTE)",30269GSRFN200SI,33.353,-84.562,494.9947
"GRANITE NORTHWEST SINGER PIT.6956 EVERSON GOSHEN ROAD, EVERSON WASHINGTON 98247 (WHATCOM)",9824WGRNTN6956E,48.894,-122.375,487
"WHITMORE MANUFACTURING CO.930 WHITMORE DR, ROCKWALL TEXAS 75087 (ROCKWALL)",75087THWHT930WH,32.94,-96.455,441
"MERCER PLANT.1210 PERRY HWY, MERCER PENNSYLVANIA 16137 (MERCER)",1613WMRCRP121PE,41.175,-80.232,440.725
"BUILDING MATERIALS INVESTMENT CORP.2600 SINGLETON BLVD, DALLAS TEXAS 75212 (DALLAS)",75265BLDNG2600S,32.779,-96.863,419
"CALUMET LUBRICANTS CO LP.10234 HWY 157, PRINCETON LOUISIANA 71067 (BOSSIER PARISH)",71067CLMTRHC62B,32.589,-93.515,414.15
"WARREN OIL CO LLC - BENTON AL.14220 US HWY 80 W, TYLER ALABAMA 36785 (LOWNDES)",36785WRRNL1422U,32.311,-86.839,369.62
"ERGON TERMINALING INC-CHATTANOOGA.617 TERMINAL RD, CHATTANOOGA TENNESSEE 37405 (HAMILTON)",37405RGNTR617TE,35.096,-85.329,350
"BLACK WARRIOR ROOFING.4601 STILLMAN BLVD, TUSCALOOSA ALABAMA 35401 (TUSCALOOSA)",35401BLCKW4601S,33.201,-87.597,347
"QUAKER CHEMICAL CORP (2).14301 BIRWOOD AVE, DETROIT MICHIGAN 48238 (WAYNE)",48238QKRCH14301,42.393,-83.163,347
"ULTRAMAR INC MARINE TERMINAL.961 LA PALOMA ST, WILMINGTON CALIFORNIA 90744 (LOS ANGELES)",90744LTRMR961LA,33.758,-118.267,315.3439
"PHILLIPS 66 CO GULF COAST LUBES PLANT.1697 PAKTANK RD, SULPHUR LOUISIANA 70665 (CALCASIEU PARISH)",70663GLFCS1697P,30.149,-93.343,305
"GAF.1 BRAMPTON RD, SAVANNAH GEORGIA 31408 (CHATHAM)",31408BLDNG1BRAM,32.115,-81.135,301.301
"VALERO HOUSTON ASPHALT TERMINAL.9704 CLINTON DR, HOUSTON TEXAS 77029 (HARRIS)",7702WVLRHS974CL,29.733,-95.257,299.1001
"CERTAINTEED CORP.620 AERO DR, SHREVEPORT LOUISIANA 71107 (CADDO)",71107GSRFN620AE,32.529,-93.767,296.1648
"ALLEGHENY PETROLEUM PRODUCTS CO.22614 N HIGHWAY 288, ANGLETON TEXAS 77515 (BRAZORIA)",7751WLLGHN22614,.,.,270
"FORT MYER CONSTRUCTION CORP.1155 W ST NE, WASHINGTON DISTRICT OF COLUMBIA 20018 (DISTRICT OF COLUMBIA)",2001WFRTMY1155W,38.919,-76.99,268.7
"ROCKY MOUNTAIN PETROLEUM CORP.9155 BOSTON ST, HENDERSON COLORADO 80640 (ADAMS)",80640DLTRC9155B,39.863,-104.879,263
"KINPAK INC.2780 GUNTER PARK DR, MONTGOMERY ALABAMA 36109 (MONTGOMERY)",36109KNPKN2780G,32.399,-86.23,262.41
"WARREN OIL CO LLC - SAN ANTONIO TX.434 RIVERSIDE DR, SAN ANTONIO TEXAS 78210 (BEXAR)",78210NDSTR434RI,29.375,-98.477,260.11
"SAFETY-KLEEN SYSTEMS INC.801 WHARF ST, RICHMOND CALIFORNIA 94804 (CONTRA COSTA)",94804CSTRL801WH,37.919,-122.375,260
"CHAMPION BRANDS LLC.1001 GOLDEN DR, CLINTON MISSOURI 64735 (HENRY)",64735RVLMN1001G,38.382,-93.767,250
"CERTAINTEED JONESBURG ROOFING PLANT.100 CERTAINTEED DRIVE, JONESBURG MISSOURI 63351 (MONTGOMERY)",6335WCRTNT1CERT,38.844,-91.266,247.5976324
"KARNAK CORP.330 CENTRAL AVE, CLARK NEW JERSEY 07066 (UNION)",07066KRNKC330CE,40.633,-74.313,246
"JTL GROUP BILLINGS (DBA - KNIFE RIVER BILLINGS).4014 HESPER, BILLINGS MONTANA 59106 (YELLOWSTONE)",59106JTLGR414HE,45.741,-108.618,229.595
"VP RACING FUELS INC.4100 E STEELTON AVE, TERRE HAUTE INDIANA 47805 (VIGO)",47805VPRCN41EST,39.514,-87.356,229.015
"JTL GROUP BELGRADE DBA KNIFE RIVER - BELGRADE.21730 FRONTAGE RD, BELGRADE MONTANA 59714 (GALLATIN)",59714JTLGR2173F,45.762,-111.15,219.778
"OMNI SPECIALITY PACKAGING, INC..10399 HIGHWAY 1 SOUTH, SHREVEPORT LOUISIANA 71115 (CADDO)",7111WMNSPC1399H,32.361,-93.641,217.07
"VANCE BROTHERS INC.4908 N BRYANT ST, OKLAHOMA CITY OKLAHOMA 73121 (OKLAHOMA)",7312WVNCBR498NR,35.52,-97.459,200.1
"HOLLIDAY ROCK - FOOTHILL.2193 W FOOTHILL BLVD, UPLAND CALIFORNIA 91786 (SAN BERNARDINO)",91786HLLDY2193W,34.107,-117.694,182.3
"P4 PRODUCTION LLC.2.5 MILES S COUNTY RD 50, ROCK SPRINGS WYOMING 82901 (SWEETWATER)",82902MNSNTQUEAL,41.524,-109.22,178.6312363
"CERTAINTEED CORP.11519 US RT 250 N, MILAN OHIO 44846 (ERIE)",44846CRTNT11519,41.322,-82.615,169.6309
"SOPREMA INC.310 QUADRAL DRIVE, WADSWORTH OHIO 44281 (MEDINA)",4428WSPRMS31QUA,41.019,-81.759,162.08
"WEBLAIN&SONS INC NATCHEZ ASPHALT PLANT.100 STATE PARK ROAD, NATCHEZ MISSISSIPPI 39120 (ADAMS)",3912WWBLNS1STAT,31.569,-91.233,160.8
"TAMKO BUILDING PRODUCTS INC.601 N HIGH ST, JOPLIN MISSOURI 64801 (JASPER)",64801TMKRF601NH,37.097,-94.498,158.3
"OWENS CORNING ROOFING & ASPHALT LLC.1901 - 49TH AVE N, MINNEAPOLIS MINNESOTA 55430 (HENNEPIN)",55430WNSCR19014,45.044,-93.305,145.55
"BUILDING MATERIALS MANUFACTURING CORP.5138 MADISON AVE, TAMPA FLORIDA 33619 (HILLSBOROUGH)",33619BLDNG5138M,27.904,-82.398,144.186
"UNITED ROOFING INC.861 FINCHES FERRY ROAD, EUTAW ALABAMA 35462 (GREENE)",3546WNTDRF861FI,32.843,-87.864,140.94
"OWENS CORNING ROOFING & ASPHALT LLC- MEMPHIS ROOFING.704 CORRINE AVE, MEMPHIS TENNESSEE 38107 (SHELBY)",38107WNSCR704CO,35.18,-90.031,132.63
"EDGINGTON OIL CO.2400 E ARTESIA BLVD, LONG BEACH CALIFORNIA 90805 (LOS ANGELES)",90805DGNGT2400E,33.875,-118.164,128.1
"KLUBER LUBRICATION NA LP.32 IND US TRIAL DR, LONDONDERRY NEW HAMPSHIRE 03053 (ROCKINGHAM)",03053BRTMF32IND,42.92,-71.431,122.7
"VALVOLINE.501 RAILROAD ST, ROCHESTER PENNSYLVANIA 15074 (BEAVER)",15074VLVLN501RA,40.697,-80.269,120.79
"TAMKO BUILDING PRODUCTS INC.2300 35TH ST, TUSCALOOSA ALABAMA 35401 (TUSCALOOSA)",35401TMKSP23003,33.183,-87.562,112.34
"KNIFE RIVER BILLINGS EAST SITE.1927 DOVER, BILLINGS MONTANA 59105 (YELLOWSTONE)",59105KNFRV1927D,45.857,-108.419,111.733
"BOISE FACILITY.5450 W GOWEN RD, BOISE IDAHO 83709 (ADA)",83709BSSPH545WG,43.561,-116.251,111.335
"OWENS CORNING.1035 TALLEYRAND AVE, JACKSONVILLE FLORIDA 32206 (DUVAL)",32206WNSCR1035T,30.336,-81.631,111.33
"RICHARDSAPEX INC.4202-24 MAIN ST, PHILADELPHIA PENNSYLVANIA 19127 (PHILADELPHIA)",19127RCHRD42022,40.024,-75.22,104.135
"POE ASPHALT PAVING INC.4341 SNAKE RIVER AVE, LEWISTON IDAHO 83501 (NEZ PERCE)",83501PSPHL4341S,46.374,-117.049,103.247
"JTL GROUP-KALISPELL DBA KNIFE RIVER - KALISPELL.3131 HWY 2 E, KALISPELL MONTANA 59901 (FLATHEAD)",59901JTLGR3131H,48.262,-114.255,98.973
"JF SHEA CONSTRUCTION INC FAWNDALE ROCK & ASPHALT.15380 FAWNDALE ROCK & ASPHALT, REDDING CALIFORNIA 96002 (SHASTA)",96002JFSHC1538F,40.735,-122.308,97.5
"HOLLYFRONTIER ASPHALT CO LLC - ALBUQUERQUE NM.4949 EDITH BLVD NE, ALBUQUERQUE NEW MEXICO 87107 (BERNALILLO)",87107KCHMT4949E,35.13,-106.631,97.36
"ALON PETROLEUM BAKERSFIELD REFINERY AREA 3.3663 GIBSON ST, BAKERSFIELD CALIFORNIA 93308 (KERN)",93308TXCRF3663G,35.394,-119.053,96.38331
"KARNAK MIDWEST.2601 GARDNER RD, BROADVIEW ILLINOIS 60155 (COOK)",60153KRNKM2601G,41.856,-87.867,94
"TESORO WILMINGTON CALCINER.1175 CARRACK AVE, WILMINGTON CALIFORNIA 90748 (LOS ANGELES)",90748RCCQC1175C,33.776,-118.228,92.4
"MARATHON PETROLEUM CO - FLOREFFE PA ASPHALT TERMINAL.1100 GLASS HOUSE RD, JEFFERSON HILLS PENNSYLVANIA 15025 (ALLEGHENY)",15025MRTHN1100G,40.258,-79.915,91.1
"ELK CORP OF ALABAMA.4602 STILLMAN BLVD, TUSCALOOSA ALABAMA 35401 (TUSCALOOSA)",35401LKCRP4600S,33.201,-87.597,89.999
"VALVOLINE.3901 RIVER RD, CINCINNATI OHIO 45204 (HAMILTON)",45204VLVLN3901R,39.076,-84.602,87.996
"DEMENNOKERDOON DBA WORLD OIL RECYCLING.2000 NORTH ALAMEDA STREET, COMPTON CALIFORNIA 90222 (LOS ANGELES)",90222DMNNK2000N,33.91,-118.222,87.74
"FIRESTONE BUILDING PRODUCTS.3525 S ARLINGTON AVE, INDIANAPOLIS INDIANA 46203 (MARION)",46203FRSTN3525S,39.715,-86.064,82.096
"CERTAINTEED CORP.6400 STEVENSON BLVD, FREMONT CALIFORNIA 94538 (ALAMEDA)",94538THCLT6400S,37.512,-121.995,79.4893
"VULCAN MATERIALS CO WEST 43RD.4850 S 47TH AVE, PHOENIX ARIZONA 85041 (MARICOPA)",85041VLCNM483S4,33.508,-112.16,77.32
"GAF MATERIAL CORP (DBA US INTEC).3301 NAVONE RD, STOCKTON CALIFORNIA 95215 (SAN JOAQUIN)",95205SNTCN6828E,38,-121.215,76.835
"TERRY ASPHALT MATERIALS INC.8 STANDEN DR, HAMILTON OHIO 45015 (BUTLER)",45015TRRYH8STAN,39.342,-84.513,76.65
